-1.129886, -2.330639, -2.864491, -2.241500, 2.617441, 1.337683, 2.836301, -1.871730, -1.503992, -2.371793, -2.761803, -2.922556, -2.916374, -1.326112, 2.728035, -2.197977, 4.795630, 0.992957, 0.028190, 4.113229
2.089957, 1.690571, 1.333997, 1.161662, -2.958675, -1.464730, -1.427771, -0.323843, 2.451984, 2.119494, 0.183580, 1.443238, 3.016632, -1.516030, -1.028302, 0.146508, 0.868718, 6.057344, 0.093774, 5.445366
0.907569, -2.864684, 0.958191, -2.261165, 0.543456, 2.687110, -2.627679, -1.711966, 1.156069, -2.962554, -0.547049, -2.549691, -0.129692, -2.906658, -2.356323, -2.773908, 4.832160, 0.177574, 1.669489, 3.973131
2.042131, -1.750830, 0.552320, -2.669400, -3.072273, 2.305535, 1.399039, -2.021918, 2.965908, -2.352456, -0.141738, -1.131541, 2.614223, 1.202748, 0.696248, -2.529936, 1.030142, 5.728480, 4.331827, 4.691317
-2.617773, -2.971139, -1.268862, 2.526827, 0.076957, -1.986229, 1.387543, -0.851531, 2.287970, -2.320979, -0.613756, 2.420417, -1.188326, -2.607065, -1.461331, -0.457168, 2.540816, 4.957368, 6.164505, 4.607889
-1.450400, 2.757647, 0.899368, -1.402386, -2.246064, -3.025061, 2.739191, 1.216659, -0.992934, 1.892585, -1.298920, -1.335535, -2.070890, -2.604865, -3.043142, 1.612392, 3.696464, 0.267414, 2.644627, 0.185727
1.666738, -2.326040, 1.445522, -1.739452, -1.123667, -0.104296, -0.730051, -2.049795, 1.757652, 2.917090, 1.733370, -0.781209, -0.945006, 0.842045, -0.673848, -2.091025, 5.740114, 2.430336, 5.567714, 3.789247
-0.056943, 1.785908, 2.031951, -0.495971, 1.832765, 0.463177, 0.183611, -0.070818, 0.674189, 1.614582, 1.882824, 0.332418, 1.996793, -0.072639, 0.169238, 1.584898, 4.507363, 4.034100, 4.067624, 0.566789
2.371072, 1.572229, 1.093615, -0.036844, -1.247264, 2.267960, 2.454005, 0.923673, 1.980129, 1.036260, 1.714949, -0.957852, -0.762246, -3.007031, 2.601313, -1.187809, 5.159377, 2.442996, 2.735565, 5.396356
1.659155, 0.676703, 0.685202, -1.607384, -0.604966, -1.130693, 2.147831, 2.963770, 0.481941, 1.347911, 0.505869, -1.572532, -1.800575, 0.242486, 2.601672, 2.973853, 5.228996, 0.453991, 3.450153, 4.926799
-1.137889, 0.612729, 0.433050, -2.213416, -0.342997, -2.404709, 1.413028, -2.656310, -0.997553, 0.647940, 0.440218, -1.424097, 0.285069, -2.918020, 1.488294, -2.380449, 1.480885, 1.791980, 4.437107, 4.869726
2.812676, 1.520310, -1.104822, 2.339222, 1.331688, 2.219698, -1.762277, -2.396236, 1.913586, 0.740562, 0.253810, 2.099566, 1.989212, 2.206734, -1.279739, -2.598073, 2.138821, 2.543178, 2.867099, 0.057014
0.797562, -0.823831, 2.616868, -0.224087, -2.046130, 3.108595, 0.725404, -2.020672, 0.484170, -1.612594, 2.505135, -0.761799, -1.285415, -2.558084, 1.857152, -2.721319, 1.248568, 3.998421, 2.940913, 2.244759
0.152346, -1.041157, -2.728101, -0.144088, 1.008070, 0.854311, 2.719082, 2.625253, 1.181397, -0.854630, -2.822571, 0.635068, -2.581184, 0.462811, 2.655633, -3.040042, 5.122769, 0.186846, 0.009019, 3.802021
-1.656285, 0.869505, -1.991802, 0.276891, -0.287362, 1.956327, -0.221829, 0.343917, -0.510547, 1.379959, -1.887571, -0.401963, -1.629708, 0.952913, 0.829544, -2.764947, 1.943647, 3.457354, 2.213631, 5.662377
0.529590, 0.152749, -0.895049, -2.508320, 0.044982, 1.747768, -2.764042, -0.679422, 0.535795, -1.061161, -1.238039, -1.431776, 2.077583, 0.894343, -2.567973, -1.596577, 5.708613, 4.382668, 3.659091, 3.187742
-2.300695, -2.136593, 2.516081, 0.672906, 1.026779, 2.227114, 1.585622, 1.645033, -2.782206, 1.275741, 3.046742, 0.975709, 0.130342, 0.757933, 0.892333, 1.956329, 1.273916, 6.192665, 2.181482, 3.965246
-0.211471, -1.613778, -2.861081, 0.744372, -1.112220, 1.237480, -1.630336, 0.939547, -0.463010, -1.512061, -2.035630, 0.605872, -0.891030, 1.214523, -1.591927, 1.294756, 1.323691, 0.376298, 4.491418, 4.599266
2.849236, 1.366970, 0.209298, 0.099932, 2.891330, -0.225614, 2.919156, -0.628042, 2.794415, 2.356845, 1.298449, 0.786461, -2.710864, 0.988674, 2.255151, 0.307202, 0.542618, 5.141829, 3.154732, 0.528110
-0.875558, -3.119967, 3.014912, -0.178296, 2.335856, -0.194492, -0.198092, 0.995863, -1.953165, -3.087126, 2.335138, -0.765135, -2.029067, 1.418759, -0.884888, 0.940210, 4.822887, 3.314459, 3.466365, 5.465619
-1.030447, -1.523622, 1.058418, 0.380975, -1.321352, 0.902760, 1.649867, 2.232629, -0.865960, -1.438944, 0.835249, 0.501472, -2.368606, 1.351277, 2.042102, 2.978101, 2.351799, 0.620862, 3.574900, 3.669580
1.900472, 2.747954, -0.490719, -1.492654, -1.021201, -2.555270, -3.070472, 2.788417, 2.301493, 2.872599, -0.207154, -1.573554, -3.017706, -2.609029, -3.076347, 2.488329, 5.403914, 6.090502, 3.561191, 4.987422
-1.272299, 0.023220, 3.016290, -1.456561, -2.293983, -1.048114, -2.150174, 0.617336, -1.671126, -0.096663, 2.126777, -0.775927, -2.211548, -0.770341, -1.454590, 1.027943, 3.566283, 1.024894, 5.417069, 0.839225
2.522217, 1.567325, 0.116863, -1.321957, 2.752525, 2.617618, -0.324716, 1.684570, -3.026952, 1.080052, -0.178259, -1.835993, 1.902451, 1.479744, -0.133840, -0.245071, 1.008444, 2.098242, 0.207853, 5.920572
1.372418, 2.793566, -1.856632, -1.261330, -1.030740, 0.620659, 3.102664, -1.025675, 0.615406, -2.323463, -1.000092, 2.968738, -1.177900, 1.142976, 0.464446, -1.371939, 5.941507, 2.868960, 5.037153, 2.287004
-1.888794, -2.801126, -0.590800, -0.455613, -2.903417, -1.219536, 3.118031, -1.901959, -2.456373, 3.030097, 0.179315, 1.228169, -2.092564, -0.793615, 3.044054, -2.406620, 4.792212, 4.020662, 3.755954, 2.357572
